N,scenario,seed,method,C_BS,status,error,obj,runtime_total,runtime_pricing,gap,gap_pct,lp_lower_bound,lp_obj_final_pool,irmp_obj,pool_gap_pct,min_reduced_cost_scanned_last,num_negative_columns_scanned_last,num_columns_added_last,min_reduced_cost_added_last,best_reduced_cost_last,num_negative_columns_last,num_columns_total,iterations,runtime_sec,cg_status,gap_type,full_pricing_converged,pricing_converged,objective_stabilized,relative_improvement_last_5,injected_columns_count,injected_incumbent_methods,min_reduced_cost,operation_mode,lp_status,ip_status,success,num_iters,num_pricing_calls,num_columns_added,n_columns_generated,min_reduced_cost_last,pricing_time_share,infeasible_jobs,cost_energy,cost_delay,type_A_count,type_A_cost_energy,type_A_cost_delay,type_A_cost_total,type_A_shore_ratio,type_A_battery_ratio,type_A_brown_ratio,type_A_avg_tardy_hours,type_B_count,type_B_cost_energy,type_B_cost_delay,type_B_cost_total,type_B_shore_ratio,type_B_battery_ratio,type_B_brown_ratio,type_B_avg_tardy_hours,type_C_count,type_C_cost_energy,type_C_cost_delay,type_C_cost_total,type_C_shore_ratio,type_C_battery_ratio,type_C_brown_ratio,type_C_avg_tardy_hours,type_D_count,type_D_cost_energy,type_D_cost_delay,type_D_cost_total,type_D_shore_ratio,type_D_battery_ratio,type_D_brown_ratio,type_D_avg_tardy_hours,num_fully_masked,num_partially_masked,avg_masking_rate,time_saved_total,avg_stay_time,num_fully_masked_type_A,num_partially_masked_type_A,avg_masking_rate_type_A,num_fully_masked_type_B,num_partially_masked_type_B,avg_masking_rate_type_B,num_fully_masked_type_C,num_partially_masked_type_C,avg_masking_rate_type_C,num_fully_masked_type_D,num_partially_masked_type_D,avg_masking_rate_type_D,avg_delay_h,delay_cost,emissions_total_kg,emissions_total_tCO2,mode_shore_count,mode_battery_count,mode_brown_count,SP_share,BS_share,AE_share,objective,total_cost,avg_stay_h,masking_rate
100,U,3,CG+IR,0.45,ok,,183140.37162830672,15.972707799999625,0.0,0.0,0.0,183140.37163133672,183140.37163133672,183140.37162830672,0.0,0.0,0,0,0.0,0.0,0,42771,1,15.972707799999625,full_pricing_converged,Full-CG LP-IP gap,True,True,False,,0,,0.0,simops,Optimal,Optimal,True,1,0,0,42771,0.0,0.0,0,182740.37162830672,400.0,19,55993.29323078103,0.0,55993.29323078103,0.05263157894736842,0.9473684210526315,0.0,0.0,51,77795.53072019231,400.0,78195.53072019231,0.29411764705882354,0.7058823529411765,0.0,0.00980392156862745,18,28551.54767733338,0.0,28551.54767733338,0.0,1.0,0.0,0.0,12,20400.0,0.0,20400.0,0.08333333333333333,0.9166666666666666,0.0,0.0,50,5,0.5205389024986214,74.71083297052024,16.309015253804727,10,2,0.5442569858177609,22,3,0.4649609317514647,11,0,0.6111111111111112,7,0,0.5833333333333334,0.02626649179438779,400.0,199202.80384181187,199.20280384181186,17,83,0,0.17,0.83,0.0,183140.37162830672,183140.37162830672,16.309015253804727,0.5205389024986214
100,U,4,CG+IR,0.45,ok,,177329.8383274136,16.84202969999751,0.0,4.811064979207784e-06,0.00048110649792077836,177328.98518203865,177328.98518203865,177329.8383274136,0.00048110649792077836,0.0,0,0,0.0,0.0,0,45126,1,16.84202969999751,full_pricing_converged,Full-CG LP-IP gap,True,True,False,,0,,0.0,simops,Optimal,Optimal,True,1,0,0,45126,0.0,0.0,0,177329.8383274136,0.0,14,35447.145657655055,0.0,35447.145657655055,0.2857142857142857,0.7142857142857143,0.0,0.0,56,91621.55206635938,0.0,91621.55206635938,0.125,0.875,0.0,0.0,10,15461.140603399324,0.0,15461.140603399324,0.0,1.0,0.0,0.0,20,34800.0,0.0,34800.0,0.05,0.95,0.0,0.0,44,7,0.49166525316570847,84.14742687857053,16.455757981547627,6,3,0.6079152399761263,22,4,0.44028057065901915,2,0,0.2,14,0,0.7,0.01931594343865825,0.0,194013.65309969801,194.01365309969802,12,88,0,0.12,0.88,0.0,177329.8383274136,177329.8383274136,16.455757981547627,0.49166525316570847
100,U,5,CG+IR,0.45,ok,,180162.8843081935,16.3238760000022,0.0,2.9684724378481114e-05,0.0029684724378481113,180157.53622262957,180157.53622262957,180162.8843081935,0.0029684724378481113,0.0,0,0,0.0,0.0,0,43663,1,16.3238760000022,full_pricing_converged,Full-CG LP-IP gap,True,True,False,,0,,0.0,simops,Optimal,Optimal,True,1,0,0,43663,0.0,0.0,0,180162.8843081935,0.0,17,52370.87449716643,0.0,52370.87449716643,0.058823529411764705,0.9411764705882353,0.0,0.0,50,73254.41866811727,0.0,73254.41866811727,0.26,0.74,0.0,0.0,17,26937.591142909787,0.0,26937.591142909787,0.0,1.0,0.0,0.0,16,27600.0,0.0,27600.0,0.0625,0.9375,0.0,0.0,38,13,0.44686020467752713,68.3252359041085,15.606159331792606,8,1,0.4975813218062419,14,9,0.3718105723495034,6,2,0.39209491770289745,10,1,0.6856872361638858,0.02421787041176259,0.0,195948.5577597297,195.9485577597297,15,85,0,0.15,0.85,0.0,180162.8843081935,180162.8843081935,15.606159331792606,0.44686020467752713
100,U,6,CG+IR,0.45,ok,,183223.63287354715,17.97715430000244,0.0,5.196982488606958e-06,0.0005196982488606958,183222.6806635356,183222.6806635356,183223.63287354715,0.0005196982488606958,0.0,0,0,0.0,0.0,0,43388,1,17.97715430000244,full_pricing_converged,Full-CG LP-IP gap,True,True,False,,0,,0.0,simops,Optimal,Optimal,True,1,0,0,43388,0.0,0.0,0,183223.63287354715,0.0,18,49716.88489610076,0.0,49716.88489610076,0.2222222222222222,0.7777777777777778,0.0,0.0,46,73300.99882750347,0.0,73300.99882750347,0.1956521739130435,0.8043478260869565,0.0,0.0,16,25405.74914994303,0.0,25405.74914994303,0.0,1.0,0.0,0.0,20,34800.0,0.0,34800.0,0.05,0.95,0.0,0.0,40,13,0.4598181495753195,69.54503203324428,15.893251207244896,5,3,0.38468655063379664,15,7,0.37908353618685314,8,2,0.5456600071318631,12,1,0.6444527133709281,0.019808636521123742,0.0,200547.6481411915,200.54764814119147,14,86,0,0.14,0.86,0.0,183223.63287354715,183223.63287354715,15.893251207244896,0.4598181495753195
100,U,7,CG+IR,0.45,ok,,189318.64671756962,18.471305300001404,0.0,1.5546341583135105e-05,0.0015546341583135106,189315.7035052197,189315.7035052197,189318.64671756962,0.0015546341583135106,0.0,0,0,0.0,0.0,0,45148,1,18.471305300001404,full_pricing_converged,Full-CG LP-IP gap,True,True,False,,0,,0.0,simops,Optimal,Optimal,True,1,0,0,45148,0.0,0.0,0,189318.64671756962,0.0,21,65953.43916278282,0.0,65953.43916278282,0.0,1.0,0.0,0.0,54,82099.65706212065,0.0,82099.65706212065,0.25925925925925924,0.7407407407407407,0.0,0.0,10,15465.550492666183,0.0,15465.550492666183,0.0,1.0,0.0,0.0,15,25800.0,0.0,25800.0,0.06666666666666667,0.9333333333333333,0.0,0.0,48,7,0.5201593374502582,72.37634830677626,16.085359114346314,11,0,0.5238095238095238,21,7,0.4632580323152929,5,0,0.5,11,0,0.7333333333333333,0.020148448034241255,0.0,204978.20751301106,204.97820751301106,15,85,0,0.15,0.85,0.0,189318.64671756962,189318.64671756962,16.085359114346314,0.5201593374502582
100,U,8,CG+IR,0.45,ok,,186831.28410148967,17.05991560000257,0.0,1.4924619725042406e-05,0.0014924619725042406,186828.4957156217,186828.4957156217,186831.28410148967,0.0014924619725042406,0.0,0,0,0.0,0.0,0,45587,1,17.05991560000257,full_pricing_converged,Full-CG LP-IP gap,True,True,False,,0,,0.0,simops,Optimal,Optimal,True,1,0,0,45587,0.0,0.0,0,186831.28410148967,0.0,19,58074.14399028504,0.0,58074.14399028504,0.05263157894736842,0.9473684210526315,0.0,0.0,61,96169.15917656476,0.0,96169.15917656476,0.21311475409836064,0.7868852459016393,0.0,0.0,9,13987.98093463991,0.0,13987.98093463991,0.0,1.0,0.0,0.0,11,18600.0,0.0,18600.0,0.09090909090909091,0.9090909090909091,0.0,0.0,51,10,0.554238823241092,79.36081839994915,15.933512914284378,12,2,0.6573038553679423,27,6,0.4979908567493622,5,1,0.6059559633136957,7,1,0.6458239218712676,0.013002151211881419,0.0,202125.8991237503,202.12589912375032,15,85,0,0.15,0.85,0.0,186831.28410148967,186831.28410148967,15.933512914284378,0.554238823241092
100,U,9,CG+IR,0.45,ok,,182675.589042332,15.142726600002788,0.0,5.620909618640622e-06,0.0005620909618640621,182674.56223935646,182674.56223935646,182675.589042332,0.0005620909618640621,0.0,0,0,0.0,0.0,0,41005,1,15.142726600002788,full_pricing_converged,Full-CG LP-IP gap,True,True,False,,0,,0.0,simops,Optimal,Optimal,True,1,0,0,41005,0.0,0.0,0,182675.589042332,0.0,19,59157.0456578673,0.0,59157.0456578673,0.0,1.0,0.0,0.0,43,62142.11449406041,0.0,62142.11449406041,0.32558139534883723,0.6744186046511628,0.0,0.0,24,38576.42889040436,0.0,38576.42889040436,0.0,1.0,0.0,0.0,14,22800.0,0.0,22800.0,0.14285714285714285,0.8571428571428571,0.0,0.0,47,5,0.49908516054725816,70.20966045908021,15.511698062933478,10,0,0.5263157894736842,20,3,0.4969474152086205,11,0,0.4583333333333333,6,2,0.5385555143396518,0.011196598271106382,0.0,198388.86316989403,198.38886316989402,16,84,0,0.16,0.84,0.0,182675.589042332,182675.589042332,15.511698062933478,0.49908516054725816
100,U,10,CG+IR,0.45,ok,,181510.71319053316,16.63106870000047,0.0,1.1031644825455625e-05,0.0011031644825455625,181508.71082881323,181508.71082881323,181510.71319053316,0.0011031644825455625,0.0,0,0,0.0,0.0,0,42844,1,16.63106870000047,full_pricing_converged,Full-CG LP-IP gap,True,True,False,,0,,0.0,simops,Optimal,Optimal,True,1,0,0,42844,0.0,0.0,0,181510.71319053316,0.0,18,56432.35545265965,0.0,56432.35545265965,0.0,1.0,0.0,0.0,54,80919.75904616024,0.0,80919.75904616024,0.25925925925925924,0.7407407407407407,0.0,0.0,18,28558.598691713312,0.0,28558.598691713312,0.0,1.0,0.0,0.0,10,15600.0,0.0,15600.0,0.2,0.8,0.0,0.0,52,8,0.5618784341278728,78.34634193552081,16.25500090205165,9,1,0.5486002872918797,25,6,0.5066166614296965,12,0,0.6666666666666666,6,1,0.695573852432984,0.022007288987551964,0.0,198323.20938157354,198.32320938157355,16,84,0,0.16,0.84,0.0,181510.71319053316,181510.71319053316,16.25500090205165,0.5618784341278728
100,U,1,CG+IR,0.6,ok,,234786.11090177906,17.7559270999991,0.0,1.8068264172703424e-05,0.0018068264172703425,234781.8687243032,234781.8687243032,234786.11090177906,0.0018068264172703425,0.0,0,0,0.0,0.0,0,42648,1,17.7559270999991,full_pricing_converged,Full-CG LP-IP gap,True,True,False,,0,,0.0,simops,Optimal,Optimal,True,1,0,0,42648,0.0,0.0,0,234786.11090177906,0.0,19,66898.44469386112,0.0,66898.44469386112,0.21052631578947367,0.7894736842105263,0.0,0.0,48,96866.1530243899,0.0,96866.1530243899,0.16666666666666666,0.8333333333333334,0.0,0.0,19,39221.51318352802,0.0,39221.51318352802,0.0,1.0,0.0,0.0,14,31800.0,0.0,31800.0,0.07142857142857142,0.9285714285714286,0.0,0.0,40,9,0.4538370402583105,70.10426969262569,15.946138049272685,5,3,0.35738591478747994,22,6,0.5331952426014362,7,0,0.3684210526315789,6,0,0.42857142857142855,0.014061399973535843,0.0,194157.06248249547,194.15706248249546,13,87,0,0.13,0.87,0.0,234786.11090177906,234786.11090177906,15.946138049272685,0.4538370402583105
100,U,2,CG+IR,0.6,ok,,251523.93771524125,18.867880999998306,0.0,9.449831948098049e-05,0.009449831948098049,251500.16912581792,251500.16912581792,251523.93771524125,0.009449831948098049,0.0,0,0,0.0,0.0,0,44467,1,18.867880999998306,full_pricing_converged,Full-CG LP-IP gap,True,True,False,,0,,0.0,simops,Optimal,Optimal,True,1,0,0,44467,0.0,0.0,0,251523.93771524125,0.0,23,95540.04918273274,0.0,95540.04918273274,0.043478260869565216,0.9565217391304348,0.0,0.0,53,101453.4319923536,0.0,101453.4319923536,0.2830188679245283,0.7169811320754716,0.0,0.0,12,25730.45654015495,0.0,25730.45654015495,0.0,1.0,0.0,0.0,12,28800.0,0.0,28800.0,0.0,1.0,0.0,0.0,46,11,0.5045938943969525,70.31676160558902,15.643323476671657,9,3,0.4292276708095359,26,7,0.5512677004655703,4,0,0.3333333333333333,7,1,0.6141637405333908,0.015637255423112107,0.0,206153.34271259254,206.15334271259255,16,84,0,0.16,0.84,0.0,251523.93771524125,251523.93771524125,15.643323476671657,0.5045938943969525
100,U,3,CG+IR,0.6,ok,,240937.05117698613,16.05124220000289,0.0,0.0,0.0,240937.05117698613,240937.05117698613,240937.05117698613,0.0,0.0,0,0,0.0,0.0,0,42771,1,16.05124220000289,full_pricing_converged,Full-CG LP-IP gap,True,True,False,,0,,0.0,simops,Optimal,Optimal,True,1,0,0,42771,0.0,0.0,0,240537.05117698613,400.0,19,74339.01487754304,0.0,74339.01487754304,0.05263157894736842,0.9473684210526315,0.0,0.0,51,101129.30606299861,400.0,101529.30606299861,0.29411764705882354,0.7058823529411765,0.0,0.00980392156862745,18,38068.7302364445,0.0,38068.7302364445,0.0,1.0,0.0,0.0,12,27000.0,0.0,27000.0,0.08333333333333333,0.9166666666666666,0.0,0.0,53,7,0.5641766445466608,81.06954793247705,16.26835068423406,10,2,0.5495829288989608,24,5,0.5289331138350161,10,0,0.5555555555555556,9,0,0.75,0.025545822634702873,400.0,199202.80384181187,199.20280384181186,17,83,0,0.17,0.83,0.0,240937.05117698613,240937.05117698613,16.26835068423406,0.5641766445466608
100,U,4,CG+IR,0.6,ok,,233295.82719341875,17.269976499999757,0.0,5.487080686627957e-06,0.0005487080686627957,233294.5470803911,233294.5470803911,233295.82719341875,0.0005487080686627957,0.0,0,0,0.0,0.0,0,45126,1,17.269976499999757,full_pricing_converged,Full-CG LP-IP gap,True,True,False,,0,,0.0,simops,Optimal,Optimal,True,1,0,0,45126,0.0,0.0,0,233295.82719341875,0.0,14,45767.269539441506,0.0,45767.269539441506,0.2857142857142857,0.7142857142857143,0.0,0.0,56,120713.70351611143,0.0,120713.70351611143,0.125,0.875,0.0,0.0,10,20614.854137865765,0.0,20614.854137865765,0.0,1.0,0.0,0.0,20,46200.0,0.0,46200.0,0.05,0.95,0.0,0.0,49,10,0.5613273762519112,89.37208611003574,16.351644545544595,9,3,0.8222009542618407,23,6,0.4795002394081052,3,1,0.37699108586714514,14,0,0.7,0.029479134808563748,0.0,194013.65309969801,194.01365309969802,12,88,0,0.12,0.88,0.0,233295.82719341875,233295.82719341875,16.351644545544595,0.5613273762519112
100,U,5,CG+IR,0.6,ok,,237219.2886376166,17.57290859999921,0.0,3.3817809495649364e-05,0.0033817809495649363,237211.26640090477,237211.26640090477,237219.2886376166,0.0033817809495649363,0.0,0,0,0.0,0.0,0,43663,1,17.57290859999921,full_pricing_converged,Full-CG LP-IP gap,True,True,False,,0,,0.0,simops,Optimal,Optimal,True,1,0,0,43663,0.0,0.0,0,237219.2886376166,0.0,17,69509.42884213307,0.0,69509.42884213307,0.058823529411764705,0.9411764705882353,0.0,0.0,50,95193.07160493723,0.0,95193.07160493723,0.26,0.74,0.0,0.0,17,35916.78819054637,0.0,35916.78819054637,0.0,1.0,0.0,0.0,16,36600.0,0.0,36600.0,0.0625,0.9375,0.0,0.0,41,13,0.47636575737374953,69.96306500962191,15.575762906913733,9,1,0.5367970080807517,14,11,0.40505531420531343,7,1,0.4269565229256766,11,0,0.6875,0.025324603428826115,0.0,195948.5577597297,195.9485577597297,15,85,0,0.15,0.85,0.0,237219.2886376166,237219.2886376166,15.575762906913733,0.47636575737374953
100,U,6,CG+IR,0.6,ok,,241035.28389326602,15.709980799998448,0.0,5.926953795816432e-06,0.0005926953795816432,241033.85528827523,241033.85528827523,241035.28389326602,0.0005926953795816432,0.0,0,0,0.0,0.0,0,43388,1,15.709980799998448,full_pricing_converged,Full-CG LP-IP gap,True,True,False,,0,,0.0,simops,Optimal,Optimal,True,1,0,0,43388,0.0,0.0,0,241035.28389326602,0.0,18,64920.05284726526,0.0,64920.05284726526,0.2222222222222222,0.7777777777777778,0.0,0.0,46,96040.8988460768,0.0,96040.8988460768,0.1956521739130435,0.8043478260869565,0.0,0.0,16,33874.332199924036,0.0,33874.332199924036,0.0,1.0,0.0,0.0,20,46200.0,0.0,46200.0,0.05,0.95,0.0,0.0,43,8,0.4817722611501239,74.88642270183252,15.893395357728588,8,3,0.5513532173004633,13,3,0.31683382699844764,8,2,0.6049070101047164,14,0,0.7,0.013476485036913814,0.0,200547.6481411915,200.54764814119147,14,86,0,0.14,0.86,0.0,241035.28389326602,241035.28389326602,15.893395357728588,0.4817722611501239
100,U,7,CG+IR,0.6,ok,,249431.08116966716,18.38810419999936,0.0,1.769949671359375e-05,0.001769949671359375,249426.66636506573,249426.66636506573,249431.08116966716,0.001769949671359375,0.0,0,0,0.0,0.0,0,45148,1,18.38810419999936,full_pricing_converged,Full-CG LP-IP gap,True,True,False,,0,,0.0,simops,Optimal,Optimal,True,1,0,0,45148,0.0,0.0,0,249431.08116966716,0.0,21,87937.91888371043,0.0,87937.91888371043,0.0,1.0,0.0,0.0,54,106672.42829573518,0.0,106672.42829573518,0.25925925925925924,0.7407407407407407,0.0,0.0,10,20620.733990221575,0.0,20620.733990221575,0.0,1.0,0.0,0.0,15,34200.0,0.0,34200.0,0.06666666666666667,0.9333333333333333,0.0,0.0,43,10,0.4936200353429953,74.60904798825977,16.034025403904558,6,1,0.31732197903008297,22,7,0.48207450351941705,6,0,0.6,9,2,0.7110812523079512,0.021344138819885325,0.0,204978.20751301106,204.97820751301106,15,85,0,0.15,0.85,0.0,249431.08116966716,249431.08116966716,16.034025403904558,0.4936200353429953
100,U,8,CG+IR,0.6,ok,,246180.76337856884,17.959797999996226,0.0,1.6990000916278712e-05,0.0016990000916278713,246176.58076717347,246176.58076717347,246180.76337856884,0.0016990000916278713,0.0,0,0,0.0,0.0,0,45587,1,17.959797999996226,full_pricing_converged,Full-CG LP-IP gap,True,True,False,,0,,0.0,simops,Optimal,Optimal,True,1,0,0,45587,0.0,0.0,0,246180.76337856884,0.0,19,77085.27876669067,0.0,77085.27876669067,0.05263157894736842,0.9473684210526315,0.0,0.0,61,125844.84336569154,0.0,125844.84336569154,0.21311475409836064,0.7868852459016393,0.0,0.0,9,18650.641246186548,0.0,18650.641246186548,0.0,1.0,0.0,0.0,11,24600.0,0.0,24600.0,0.09090909090909091,0.9090909090909091,0.0,0.0,50,7,0.5316473843555932,75.78151296731816,16.15318527477049,8,1,0.43528716057429895,30,6,0.5392505308958631,4,0,0.4444444444444444,8,0,0.7272727272727273,0.020513753368360206,0.0,202125.8991237503,202.12589912375032,15,85,0,0.15,0.85,0.0,246180.76337856884,246180.76337856884,16.15318527477049,0.5316473843555932
100,U,9,CG+IR,0.6,ok,,240495.6105476696,14.704983399999037,0.0,0.0,0.0,240495.61055032173,240495.61055032173,240495.6105476696,0.0,0.0,0,0,0.0,0.0,0,41005,1,14.704983399999037,full_pricing_converged,Full-CG LP-IP gap,True,True,False,,0,,0.0,simops,Optimal,Optimal,True,1,0,0,41005,0.0,0.0,0,240295.6105476696,200.0,19,78876.06087715639,0.0,78876.06087715639,0.0,1.0,0.0,0.0,43,81784.31114997414,200.0,81984.31114997414,0.3023255813953488,0.6976744186046512,0.0,0.005813953488372093,24,51435.23852053913,0.0,51435.23852053913,0.0,1.0,0.0,0.0,14,28200.0,0.0,28200.0,0.21428571428571427,0.7857142857142857,0.0,0.0,43,12,0.4880647847719925,69.8389643011139,15.564101552483548,8,4,0.5041011678285289,20,5,0.536153485120131,7,1,0.3085575234531345,8,2,0.6263268475297386,0.019154980477038758,200.0,198388.86316989403,198.38886316989402,16,84,0,0.16,0.84,0.0,240495.6105476696,240495.6105476696,15.564101552483548,0.4880647847719925
100,U,10,CG+IR,0.6,ok,,238840.80977766935,17.48690319999878,0.0,1.2575561926516949e-05,0.001257556192651695,238837.8062202754,238837.8062202754,238840.80977766935,0.001257556192651695,0.0,0,0,0.0,0.0,0,42844,1,17.48690319999878,full_pricing_converged,Full-CG LP-IP gap,True,True,False,,0,,0.0,simops,Optimal,Optimal,True,1,0,0,42844,0.0,0.0,0,238840.80977766935,0.0,18,75243.14060354617,0.0,75243.14060354617,0.0,1.0,0.0,0.0,54,105119.53758517213,0.0,105119.53758517213,0.25925925925925924,0.7407407407407407,0.0,0.0,18,38078.13158895108,0.0,38078.13158895108,0.0,1.0,0.0,0.0,10,20400.0,0.0,20400.0,0.2,0.8,0.0,0.0,48,15,0.5331957438235506,74.12638015539615,16.020285886681464,6,2,0.36921047553376896,25,10,0.53633268955803,9,3,0.5395455881451996,8,0,0.8,0.012333670792061326,0.0,198323.20938157354,198.32320938157355,16,84,0,0.16,0.84,0.0,238840.80977766935,238840.80977766935,16.020285886681464,0.5331957438235506
100,U,1,CG+IR,0.8,ok,,310048.2931528824,17.880672499995853,0.0,1.9763511391607304e-05,0.0019763511391607306,310042.16550990875,310042.16550990875,310048.2931528824,0.0019763511391607306,0.0,0,0,0.0,0.0,0,42648,1,17.880672499995853,full_pricing_converged,Full-CG LP-IP gap,True,True,False,,0,,0.0,simops,Optimal,Optimal,True,1,0,0,42648,0.0,0.0,0,310048.2931528824,0.0,19,87868.08871231391,0.0,87868.08871231391,0.21052631578947367,0.7894736842105263,0.0,0.0,48,127684.85352919792,0.0,127684.85352919792,0.16666666666666666,0.8333333333333334,0.0,0.0,19,52295.35091137069,0.0,52295.35091137069,0.0,1.0,0.0,0.0,14,42200.0,0.0,42200.0,0.07142857142857142,0.9285714285714286,0.0,0.0,39,12,0.45643878073633404,70.29940022847745,16.000317619254176,4,4,0.32863342329556533,15,8,0.40416339647953464,9,0,0.47368421052631576,11,0,0.7857142857142857,0.022282184665588182,0.0,194157.06248249547,194.15706248249546,13,87,0,0.13,0.87,0.0,310048.2931528824,310048.2931528824,16.000317619254176,0.45643878073633404
100,U,2,CG+IR,0.8,ok,,332383.0212036644,19.985693299997365,0.0,2.4718961886008462e-05,0.002471896188600846,332374.80504043173,332374.80504043173,332383.0212036644,0.002471896188600846,0.0,0,0,0.0,0.0,0,44467,1,19.985693299997365,full_pricing_converged,Full-CG LP-IP gap,True,True,False,,0,,0.0,simops,Optimal,Optimal,True,1,0,0,44467,0.0,0.0,0,332383.0212036644,0.0,23,127049.17220682628,0.0,127049.17220682628,0.043478260869565216,0.9565217391304348,0.0,0.0,53,137826.57360996492,0.0,137826.57360996492,0.24528301886792453,0.7358490566037735,0.018867924528301886,0.0,12,34307.275386873276,0.0,34307.275386873276,0.0,1.0,0.0,0.0,12,33200.0,0.0,33200.0,0.16666666666666666,0.8333333333333334,0.0,0.0,52,9,0.5584405600127594,79.29444655625278,15.482312209762249,12,2,0.572080793782405,28,4,0.5632721334222094,4,1,0.3601864743612116,8,2,0.7092114150474164,0.020313237729125574,0.0,206924.01838457616,206.92401838457616,16,83,1,0.16,0.83,0.01,332383.0212036644,332383.0212036644,15.482312209762249,0.5584405600127594
100,U,3,CG+IR,0.8,ok,,317571.1626393515,17.314460500005225,0.0,3.280153132826034e-05,0.003280153132826034,317560.74581891124,317560.74581891124,317571.1626393515,0.003280153132826034,0.0,0,0,0.0,0.0,0,42771,1,17.314460500005225,full_pricing_converged,Full-CG LP-IP gap,True,True,False,,0,,0.0,simops,Optimal,Optimal,True,1,0,0,42771,0.0,0.0,0,317571.1626393515,0.0,19,98799.97707322579,0.0,98799.97707322579,0.05263157894736842,0.9473684210526315,0.0,0.0,51,134510.72813127996,0.0,134510.72813127996,0.2549019607843137,0.7254901960784313,0.0196078431372549,0.0,18,51060.457434846016,0.0,51060.457434846016,0.0,0.9444444444444444,0.05555555555555555,0.0,12,33200.0,0.0,33200.0,0.16666666666666666,0.8333333333333334,0.0,0.0,52,10,0.5631946195187235,77.81671388986666,16.18038170451083,10,2,0.576445513379065,22,7,0.4916765460979636,11,1,0.6273051859263319,9,0,0.75,0.017811769582019927,0.0,200743.64617639757,200.74364617639756,16,82,2,0.16,0.82,0.02,317571.1626393515,317571.1626393515,16.18038170451083,0.5631946195187235
100,U,4,CG+IR,0.8,ok,,307917.14568142535,18.2809957999998,0.0,6.00437768467357e-06,0.000600437768467357,307915.2968305871,307915.2968305871,307917.14568142535,0.000600437768467357,0.0,0,0,0.0,0.0,0,45126,1,18.2809957999998,full_pricing_converged,Full-CG LP-IP gap,True,True,False,,0,,0.0,simops,Optimal,Optimal,True,1,0,0,45126,0.0,0.0,0,307917.14568142535,0.0,14,59527.4347151568,0.0,59527.4347151568,0.2857142857142857,0.7142857142857143,0.0,0.0,56,159503.23878244753,0.0,159503.23878244753,0.125,0.875,0.0,0.0,10,27486.472183821024,0.0,27486.472183821024,0.0,1.0,0.0,0.0,20,61400.0,0.0,61400.0,0.05,0.95,0.0,0.0,45,6,0.4931102119014337,84.80102140834428,16.51005869803494,3,3,0.39362952569041204,27,3,0.5142894255442428,2,0,0.2,13,0,0.65,0.018366568892076066,0.0,194013.65309969801,194.01365309969802,12,88,0,0.12,0.88,0.0,307917.14568142535,307917.14568142535,16.51005869803494,0.4931102119014337
100,U,5,CG+IR,0.8,ok,,313294.4944101807,16.876879900002677,0.0,3.6986228945130006e-05,0.0036986228945130005,313282.9068282832,313282.9068282832,313294.4944101807,0.0036986228945130005,0.0,0,0,0.0,0.0,0,43663,1,16.876879900002677,full_pricing_converged,Full-CG LP-IP gap,True,True,False,,0,,0.0,simops,Optimal,Optimal,True,1,0,0,43663,0.0,0.0,0,313294.4944101807,0.0,17,92360.83463542191,0.0,92360.83463542191,0.058823529411764705,0.9411764705882353,0.0,0.0,50,124444.6088540305,0.0,124444.6088540305,0.26,0.74,0.0,0.0,17,47889.05092072851,0.0,47889.05092072851,0.0,1.0,0.0,0.0,16,48600.0,0.0,48600.0,0.0625,0.9375,0.0,0.0,36,10,0.407117273383514,63.55008679308741,15.756832819317037,7,1,0.4583656355317321,15,8,0.376555032726547,5,1,0.2995152881167413,9,0,0.5625,0.03239955068409005,0.0,195948.5577597297,195.9485577597297,15,85,0,0.15,0.85,0.0,313294.4944101807,313294.4944101807,15.756832819317037,0.407117273383514
100,U,6,CG+IR,0.8,ok,,318117.48525289114,16.088078000000678,0.0,6.487026514143693e-06,0.0006487026514143693,318115.4216163297,318115.4216163297,318117.48525289114,0.0006487026514143693,0.0,0,0,0.0,0.0,0,43388,1,16.088078000000678,full_pricing_converged,Full-CG LP-IP gap,True,True,False,,0,,0.0,simops,Optimal,Optimal,True,1,0,0,43388,0.0,0.0,0,318117.48525289114,0.0,18,85190.94344881791,0.0,85190.94344881791,0.2222222222222222,0.7777777777777778,0.0,0.0,46,126360.76553750802,0.0,126360.76553750802,0.1956521739130435,0.8043478260869565,0.0,0.0,16,45165.776266565386,0.0,45165.776266565386,0.0,1.0,0.0,0.0,20,61400.0,0.0,61400.0,0.05,0.95,0.0,0.0,42,6,0.4549719827776471,71.96196630885815,15.843556558778962,6,3,0.4402421061893522,14,2,0.33069908613241106,6,1,0.39754265026659097,16,0,0.8,0.015470126616678641,0.0,200547.6481411915,200.54764814119147,14,86,0,0.14,0.86,0.0,318117.48525289114,318117.48525289114,15.843556558778962,0.4549719827776471
